,muon_pt0,muon_pt1,muon_pt2,muon_pt3,muon_phi0,muon_phi1,muon_phi2,muon_phi3
312,61.775536,54.939693,51.751896,36.13798,1.6462944,0.94927645,1.3187804,1.680788
313,86.973434,71.88721,57.90414,40.229546,-0.6420904,-1.1120305,-0.083180204,-1.1831595
314,53.174717,47.59736,33.39626,,-1.3435546,-3.1057456,-2.411646,
315,41.28454,37.94152,34.80607,31.830854,-1.4876145,-1.9525635,-1.3964887,-1.1885544
316,64.04007,57.838295,40.458603,,2.8022146,-2.6535492,-3.0685,
317,69.06776,55.258644,33.43309,,-2.924724,-2.0817728,-2.47298,
318,52.718895,49.203957,32.610924,30.582092,0.68936646,-1.025163,-0.007695113,-0.48950103
319,77.50121,56.539036,53.650158,36.76232,2.4480717,-3.0832856,1.8351263,2.84084
320,63.087215,38.443676,33.447224,32.32013,0.59386575,1.2934614,2.24189,1.592304
321,110.50297,60.472485,40.871468,34.907936,2.6750193,1.5067724,2.0343976,2.4652233
322,109.76896,56.924473,46.796486,38.497776,1.017073,0.7590147,1.4389768,0.19442043
323,115.37149,61.09603,38.72723,34.95867,0.9023856,1.4744644,0.95417696,1.7154394
324,28.647188,,,,-2.8739743,,,
325,89.50172,47.767082,36.54024,,-2.8350925,-2.1375196,-3.0539267,
326,31.87519,,,,0.43619692,,,
327,96.083694,83.03888,61.72109,57.426228,-2.417094,-3.112867,-2.7577302,-3.0659144
328,85.64269,58.06332,57.97548,30.20868,-2.9323652,2.8169587,3.1137974,-2.786324
329,72.07386,40.763397,36.692684,,-2.6715295,-1.1254902,-1.7248422,
330,134.5629,56.001476,45.25375,36.736828,1.3284962,0.8175141,0.17254002,1.0489239
331,54.08149,45.83915,34.345722,33.396767,-2.8460398,2.2396865,3.0334125,2.531354
332,61.936768,48.11967,33.084766,,-2.260224,2.5284963,-2.514261,
333,62.232933,50.44023,42.54545,39.47564,1.4538025,2.7375197,2.291842,1.9315835
334,74.867905,53.591866,35.829895,,-1.7545561,-1.1681043,-1.9770349,
335,52.93938,32.402794,32.30098,,-0.53762674,-0.2760528,-0.9774743,
336,33.483067,,,,0.045769922,,,
337,126.06634,98.40716,47.029247,44.72961,1.0391401,1.4174672,1.9639891,1.3519511
338,73.56612,49.14727,44.278656,31.190355,-0.2018546,-0.6582938,-0.86789465,0.1972272
339,54.661877,49.75918,39.43281,30.331121,1.7182379,1.0668762,0.102450475,2.3546948
340,69.16304,60.50374,31.306679,29.661388,-1.5003381,-0.61235166,-1.068979,-0.4498037
341,95.1199,32.676655,,,-1.567042,-2.1109324,,
342,109.66721,72.81601,56.226322,33.865234,-1.5374032,-2.1053646,-2.0045223,-0.8686632
343,39.08367,37.190826,33.01226,29.517044,-2.1087604,2.998782,-0.13289186,-2.635031
344,86.80555,74.73012,32.13534,,2.2935941,2.8113806,1.6033773,
345,36.892548,36.194077,36.193516,36.12084,0.48420334,1.5703511,-1.1034051,0.1185148
346,82.22811,50.081944,48.5782,,1.9436483,1.6751372,2.8471668,
347,61.57531,51.803635,39.364754,38.44555,-1.339722,-0.43594247,0.16707622,-0.36259237
348,105.576744,55.372528,47.869232,39.795807,0.50683665,0.96414775,0.83596814,1.5045761
349,105.15851,49.468,38.62871,36.5734,-2.1455343,-2.6205003,-2.9383767,-2.854084
350,100.90122,99.603905,,,1.1670438,1.1025332,,
351,47.30557,46.340916,44.46743,34.61326,-3.082701,-2.9135652,3.0831687,-2.8537886
352,50.042057,35.749416,33.417606,31.54246,0.6734637,-0.16018146,1.8953573,0.6778768
353,38.798145,34.66613,28.27043,17.305908,0.7529975,2.4990892,2.3447948,2.0882802
354,128.22826,48.846207,45.486774,42.56195,1.1783464,1.4902728,0.74676913,2.073408
355,123.21948,50.085556,36.099667,34.532154,-1.6802067,-2.1122062,-1.817408,-0.6914834
356,81.28227,62.86347,50.02247,,0.91681606,1.4717847,0.45365328,
357,70.66699,45.88973,34.99812,31.423529,-0.2088404,-1.4763225,-0.43973666,-0.2947041
358,67.30746,44.743645,33.805904,32.73365,-0.58256537,0.4439691,0.77157015,-0.96789336
359,75.54651,68.92399,68.461975,30.48307,2.4820886,2.40186,-3.1354043,2.7851682
360,102.33477,42.817936,32.43255,,0.78755,0.37680233,0.14242598,
361,44.112,34.618107,,,1.9540886,3.0398326,,
362,128.50783,68.90594,65.49685,35.478333,0.40167472,-0.015035688,-0.4723542,-0.020018645
363,57.13016,47.515663,31.816177,29.150654,1.1246034,1.4899745,1.147712,3.0643394
364,87.69531,40.48352,37.034367,32.256046,-0.308,1.4886801,0.5736989,0.13518794
365,49.806133,48.449177,48.177834,39.80575,0.17380919,0.39654234,-0.44076967,1.1222318
366,94.73789,48.612015,40.939754,32.66133,-0.1858621,0.1981152,-1.2040948,0.0060379007
367,60.21508,56.066734,55.219757,40.56647,1.0607052,1.4960812,0.9439852,1.8413709
368,36.645638,36.05063,33.642334,,-2.3576183,-2.9979403,1.5306623,
369,63.80379,48.639008,45.665665,36.35095,0.57731384,-0.44679937,0.5089395,0.8951985
370,154.60614,73.60661,33.223633,,2.7410789,2.9793386,-2.7112844,
371,156.50931,51.051914,,,-1.9888104,-2.9375355,,
372,79.007034,60.375504,47.84813,41.22735,1.1030074,1.9946947,1.605981,1.5746832
373,48.067562,41.78282,41.514942,34.59312,0.9971892,0.34821916,1.6412187,-0.579683
374,71.48562,60.919785,59.16223,32.44692,0.40330738,-0.29588515,-0.4833229,0.8686417
375,42.224308,34.466595,,,-1.8095816,2.4239318,,
376,56.44368,45.671963,33.765903,,-1.4773453,-2.6328228,-0.9636363,
377,62.415195,36.533978,35.43364,33.772537,0.33928132,0.21497022,0.3993604,-0.39669946
378,49.6335,35.364506,34.752262,32.753628,2.549808,2.4633806,-2.167127,-1.9522232
379,63.248493,61.676956,,,2.1912167,2.831761,,
380,37.24585,34.91794,31.635221,,-2.648073,-2.3889904,3.050712,
381,62.86018,48.89356,42.01412,,-0.6606038,-0.6756852,-0.10941022,
382,66.658325,29.084345,,,-3.018258,-2.7988605,,
383,132.0213,61.674187,39.759594,37.955677,-2.378912,-2.0047572,-1.5085887,-2.3470194
384,140.30939,89.801254,49.369102,36.51472,2.6292903,1.8597715,2.3765743,2.7609756
385,66.45986,39.1028,32.0965,,-0.5333803,-1.4634576,-2.414743,
386,45.922726,41.376984,34.398483,31.294949,1.8749537,2.217508,-2.2105217,-2.7501345
387,65.265656,35.539433,31.720104,,-2.0780358,-2.0758517,-2.0607235,
388,53.74387,43.34149,29.400148,28.492403,0.7084199,0.33488005,0.06523263,-0.2009448
389,49.284782,35.350304,31.447521,,-2.6154492,3.096757,2.4810972,
390,129.49306,38.714485,34.28235,,-2.2054343,-1.1423963,-1.3722161,
391,72.85718,66.46917,44.353138,,-0.92538524,0.1825882,-0.26718855,
392,48.061825,,,,0.11124913,,,
393,33.163082,,,,-1.6739892,,,
394,133.81494,53.861126,36.811985,31.490107,1.1185803,1.5707505,2.015242,0.5546508
395,35.89354,35.29694,30.867601,30.714853,-0.37442806,-0.5985129,0.78808314,-0.8383878
396,66.00409,36.790867,33.8033,31.907047,1.0838634,1.9112862,0.78193736,2.0383437
397,89.09448,39.20028,,,-3.045494,-3.0951836,,
398,110.16064,99.6182,53.35412,35.85983,1.4739677,1.5364556,0.7645757,2.1810346
399,145.62715,67.747894,45.74551,36.530685,-1.1936393,-1.4541612,-1.8332689,-1.8518821
400,60.654087,53.73336,51.140213,42.287777,2.5926275,-3.0263886,-2.6064432,3.1171849
401,58.690968,56.84497,47.79909,36.979683,2.0218182,1.7381724,1.1659741,2.0540829
402,74.14697,60.307594,41.75064,30.613085,2.5175264,1.7833341,1.3755412,2.2073104
403,57.286385,50.531937,42.857635,30.923147,-1.9303162,-2.3144817,2.4760735,-2.4696338
404,66.55292,65.03551,39.613598,31.43511,-1.018568,-0.7967585,-1.263005,-1.602956
405,59.661713,44.939575,40.146843,31.655142,-3.0191956,2.7806473,2.4180543,-1.6307256
406,91.711685,33.834564,30.042454,,-0.79306805,0.06051187,0.45144263,
407,74.862045,62.557617,37.53637,33.944916,0.740414,-0.6858501,0.077321,0.27357718
408,189.72397,82.63629,36.70271,30.99805,-1.8477789,-1.3654475,-2.1131778,-1.1674557
409,95.71259,90.03194,39.255283,35.469288,-0.34027293,-0.14966545,-0.42697623,-0.3099454
410,98.37224,91.5289,41.271435,35.731857,2.4602752,2.1613863,1.9096116,3.1011896
411,93.92858,39.33952,39.11271,33.895035,2.0392005,1.1720173,0.57639116,1.1770118
412,52.96477,41.819336,39.257572,,1.6227385,-2.8726234,2.1871707,
413,95.35438,51.548138,43.960186,31.644104,-0.17370085,0.7346642,-0.8205832,0.2653001
414,74.668884,63.28216,28.360949,,-0.068121135,0.66905785,-0.8785068,
415,75.1754,48.385296,46.351467,,1.53945,1.4346551,2.0333803,
416,78.735275,41.68746,41.623016,35.894196,-1.5569657,-0.33898342,-1.3524722,-0.6760124
417,79.158516,58.244873,35.341618,34.961082,1.7906798,1.3007938,0.13160786,0.5285897
418,83.430244,48.638718,36.411625,,-0.10507316,0.47914058,1.2155397,
419,75.1841,49.22861,37.621407,,-0.9792327,-0.10197577,-1.2518505,
420,42.32677,36.58697,31.80911,30.813845,-0.5482419,1.171724,0.83921283,1.175919
421,57.077793,39.19131,,,0.34771767,-0.15232709,,
422,146.17673,53.941723,42.062023,,-2.4048812,-2.8555696,-1.7222364,
423,66.55232,62.527313,38.998493,36.832306,1.4731028,1.9290391,1.1618584,2.7730503
424,109.10709,47.500923,36.840252,34.793934,1.9779646,2.0245667,1.621387,2.345871
425,74.13845,56.429977,35.849598,35.82721,-1.4194041,-1.0871681,-1.7979125,-0.12841976
426,43.930363,38.97544,38.41971,37.996326,0.8508798,1.0918506,1.782189,2.5290453
427,74.2385,34.489845,31.54363,31.184668,-1.4800282,-1.8091921,-1.8449516,-2.051662
428,99.30616,60.455814,53.14966,37.478542,-2.928951,-3.0389442,2.899085,2.7909632
429,90.59125,69.387245,59.731224,42.658394,0.5424551,0.90906847,1.4225606,0.2640784
430,76.945885,72.85181,50.01842,33.29254,0.8376503,0.10518038,0.6707493,0.020908047
431,94.85511,55.06091,50.709282,50.677605,-0.68092906,-0.28169215,-0.08840605,0.46585363
432,72.805374,42.558304,41.886192,39.843758,-0.69657844,-0.054555807,-0.06611658,0.6518068
433,90.86666,68.73377,50.996235,45.528576,-0.72380775,-1.0467926,-0.20711625,0.20311767
434,58.244186,39.537582,32.18325,,2.7484605,-1.8784586,-2.6859357,
435,51.958546,33.904594,,,2.640198,2.008673,,
436,96.55988,60.53221,52.482708,32.593334,2.5156825,1.5886762,2.4109263,1.8918589
437,93.7998,77.46329,38.98354,,0.32821476,0.27692467,-0.1972262,
438,93.105736,61.700813,44.151188,40.620785,-0.031251907,0.1587299,-0.5928989,0.6864956
439,72.89332,51.651947,35.441067,31.321648,-0.6185685,-1.8997309,-1.8961253,-1.6814125
440,54.51684,49.457485,47.574738,41.405388,-0.7377179,-0.99533933,-1.6475588,-1.2969756
441,52.9254,41.332924,33.67408,29.563059,1.9332786,-0.26296547,1.2553447,1.5963892
442,64.54733,32.32428,,,2.494518,-2.6160614,,
443,85.644615,48.93417,,,1.0650054,1.6167854,,
444,104.958115,54.366913,30.625837,,-1.849731,-1.8527298,-0.86338836,
445,86.09283,69.37399,40.130226,35.74399,2.7340178,2.825131,2.8708622,2.149722
446,52.68992,46.791817,36.979893,34.89797,-0.9028876,-0.36722943,0.26079422,-1.9413971
447,30.249182,,,,-0.07954952,,,
448,66.94897,53.283875,47.663754,42.610874,0.26437876,-0.3293186,-0.5149328,-1.086422
449,83.74674,67.337585,42.788788,41.18167,-0.55781996,0.6328652,0.20239301,0.27165323
450,63.163162,62.64959,44.0374,,-2.7662115,-2.293525,-1.742491,
451,58.02171,38.05339,36.692745,35.391956,1.4191916,-2.8550503,1.6277868,2.1304262
452,90.64354,57.269234,47.039726,,1.3608023,2.1354594,0.65017337,
453,63.255913,62.35095,41.11506,39.01185,-0.17177004,-1.5462476,-0.95444643,-1.0773432
454,104.91472,43.746803,36.43368,29.146969,-0.9680008,-0.42641485,-0.53661495,0.3722277
455,87.89475,35.484066,34.990803,30.086699,-1.4010667,-1.0471945,-1.3008908,-2.031967
456,66.8784,64.60162,40.54317,,-0.96616733,-1.5861198,-0.9749796,
457,73.74893,37.966118,37.511513,37.237175,0.6072941,0.092499614,0.645211,-0.8273817
458,49.79837,47.904423,36.887054,,-2.7168539,-2.2243745,-1.8303431,
459,60.717777,39.75252,38.04185,35.09155,2.2511003,0.9617546,1.9183881,1.209785
460,78.008995,30.158623,,,1.044298,-0.022781668,,
461,65.48769,61.519287,33.214016,31.127262,-2.4267204,-2.7134745,-0.93220794,-1.6840268
462,48.00627,43.8081,30.814386,30.69793,1.6601477,1.4385887,1.7096581,1.4687058
463,55.922413,37.987312,30.842924,,0.5010403,-0.18187591,-0.13379623,
464,37.523193,33.252495,,,0.20403653,1.5881665,,
465,88.36207,46.254745,35.431824,,0.90827596,1.400035,2.5175054,
466,79.13427,57.050663,56.766838,44.083263,0.1372009,0.21872805,-0.5779556,-0.9598726
467,88.59153,52.245354,38.460384,37.03429,1.013583,1.8877809,0.9529774,0.2660039
468,65.780815,64.568,51.80258,41.977425,2.2517972,0.88516235,1.4742043,1.9922826
469,112.6215,38.427967,,,-2.5271258,-2.945851,,
470,83.0705,65.4557,50.598278,,0.07757447,0.3042502,0.66129416,
471,69.77793,56.713787,49.146263,29.662838,0.6549646,0.30088058,0.9254021,-0.6478731
472,50.321175,47.74425,44.778126,35.90232,-0.46189487,-0.05908103,-0.99248457,-2.212111
473,63.186295,62.411125,40.893375,40.87731,-0.795125,-1.4985198,-0.17817248,-1.5305674
474,70.19071,69.98733,59.81183,45.243713,-1.3842198,-1.723019,-0.7571805,-1.5439538
475,53.312706,40.421818,39.62862,,-0.67539716,-1.6699003,-2.213455,
476,102.4938,51.273254,34.721737,29.751003,-1.4390237,-0.49846432,-1.169312,-0.39978337
477,73.23756,56.513027,56.50784,56.39419,0.91551334,1.7498196,1.3746325,2.2666621
478,62.487873,42.638866,42.23808,32.739334,-0.2173894,0.43909308,-0.6498069,-1.4190563
479,80.42333,38.347504,33.48792,32.13696,2.9259233,-2.3174934,-2.8863027,2.7406054
480,140.33131,55.643047,52.2451,45.24183,0.0021445695,-0.6906684,-0.014413331,-0.80585974
481,85.71099,28.81557,,,-0.27844098,-1.2186389,,
482,69.66368,52.18176,51.003086,,0.9186868,0.013294971,0.7699199,
483,83.72606,67.09051,49.146664,42.6238,-0.9021663,-1.3198034,-0.63052917,-0.056305718
484,52.676586,47.750107,30.129498,29.637594,-1.3335484,-2.7496579,-1.5585092,-0.39737064
485,129.26564,44.438713,38.769634,33.756664,1.0662695,1.2811943,0.33191544,0.17048346
486,37.151234,28.149868,,,0.2928123,-1.4369632,,
487,96.93271,87.86509,57.07329,39.304337,-2.279363,-1.9997079,-2.9534986,-1.5831199
488,70.84138,65.92837,53.983982,34.683372,-1.1894147,-2.471174,-1.8954405,-2.3320708
489,75.14386,69.23076,53.52644,48.112423,2.652628,-2.9619946,2.4585161,2.0466273
490,86.2352,49.815376,47.955956,33.20069,2.5662763,2.338512,2.5509214,3.0236676
491,63.83601,49.230824,,,0.06497209,-1.6518707,,
492,123.89096,115.663826,43.399693,34.2868,2.1477504,1.486156,1.7248939,1.9064349
493,71.062164,44.990833,,,0.54548633,0.49452475,,
494,143.66245,119.01785,42.21418,35.27493,-2.003898,-1.6446915,-2.4068675,-2.012256
495,99.730736,94.5395,56.70346,36.732533,-2.9482982,-2.3590765,-2.3702126,-2.595885
496,81.74873,50.696323,34.875984,33.36427,-2.8552358,-1.9070652,2.9132686,2.3408692
497,101.55227,40.495056,34.297752,,1.2641599,0.5513515,1.6897036,
498,42.167995,,,,-1.631408,,,
499,54.98876,51.84769,38.638824,34.864292,-2.955876,2.0151827,2.9232588,1.6151304
500,57.416325,53.854713,41.057915,39.725163,-1.690061,-2.4537032,-1.428081,-3.0617886
501,95.241844,41.22538,40.46408,,0.8700175,0.8946219,2.2657938,
502,82.5875,47.231617,45.71065,,-1.2544799,-1.5976782,-0.8059949,
503,65.3183,33.907063,,,1.5834444,2.607398,,
504,52.43124,48.4661,39.32156,36.03159,-0.10093866,0.74226034,0.43807745,-0.7539005
505,92.718735,60.555573,48.906605,47.900795,0.8206375,-0.3489823,0.35445875,-0.002452552
506,72.251854,60.15104,44.439636,40.53054,-1.2660205,-1.1430606,-0.2253727,0.11203036
507,43.191025,39.097656,33.36998,30.04128,-1.1122441,-2.590411,-2.2257283,-0.9334469
508,86.164085,65.71409,45.190296,39.42426,-2.4831362,2.7023973,-3.0748854,-2.339
509,48.082626,46.06131,34.03056,,-0.30601123,1.0529561,1.1470675,
510,88.705475,62.969906,31.586582,,-0.9586948,-0.8778791,-0.4053113,
511,69.70489,49.70539,45.342358,30.358606,-1.4667053,-1.7515845,-2.2231,-1.4583578
512,71.77942,51.06248,41.043465,,-1.3707908,-2.6716151,-2.2652547,
513,76.86497,50.41457,46.76034,42.340744,0.065932564,1.0245683,-0.40180048,-0.33911666
514,73.4221,61.935295,39.21071,,1.6116523,0.12359835,0.60791934,
515,61.022614,45.145565,40.454018,,-0.513998,-1.3605765,-1.6314387,
516,102.56178,41.491802,35.372597,24.034637,-0.8215612,-1.8871353,-1.3606529,-2.4869063
517,62.97691,50.604603,,,-1.0612452,0.36978665,,
518,116.34526,94.9012,79.24351,71.8673,2.0411043,2.0370333,2.2451782,1.7395744
519,83.098,65.84967,49.223816,40.093735,2.0959482,2.4925113,1.4862151,-3.1092882
520,90.23968,56.26322,42.684418,35.858986,-0.015781425,0.092717946,-0.41247448,1.005912
521,78.42528,37.256397,34.23099,32.31273,-1.2708114,-1.6875114,-2.9608712,-1.1457523
522,99.65963,84.80664,60.678932,40.51719,2.4395154,-2.9472702,2.8639007,2.5516105
523,51.380344,36.153233,34.987347,32.712288,-2.4562042,2.1164916,2.6340082,1.2741264
524,69.883156,51.619125,45.03641,,1.2937901,1.7313671,0.8890549,
525,55.4923,53.097317,39.92592,33.90003,0.36016214,2.2349944,1.0306582,1.6341631
526,104.33672,76.797844,39.529972,33.189896,-2.5834138,-3.0243857,-2.195663,-2.026621
527,160.96815,78.203766,47.9413,,-1.9325415,-2.6464422,-1.7478248,
528,71.40388,45.966843,33.81238,,-2.300378,-2.7992713,-2.4413283,
529,45.965755,40.32707,38.412556,32.52999,1.0250508,0.44787034,2.108864,2.684722
530,64.82865,42.61639,40.080612,35.551476,-1.8888646,-1.2912855,-0.8288341,-1.8477174
531,60.847034,55.472137,41.065376,34.690292,2.907514,2.7146842,-2.6205635,-1.8991967
532,91.40879,87.38689,41.356194,,2.546457,2.126851,2.0523787,
533,111.190605,80.00866,57.769745,41.94324,0.93821377,1.4540253,0.4724965,1.5495173
534,54.93539,54.448982,38.52729,36.796402,0.428231,0.0034790146,-0.42240667,-0.029183062
535,54.513367,51.31501,36.854446,35.300507,-1.6111457,0.0473354,-0.7351278,-0.6306576
536,54.773186,49.724037,35.504517,30.838604,-2.1870816,-0.9026614,-1.7313092,-2.2164452
537,87.3724,70.02826,35.01009,32.416653,-1.8068196,-1.4693012,-1.2726518,-0.983483
538,46.362682,41.94297,,,0.18500407,-0.33756074,,
539,99.05781,67.08474,31.725998,29.988863,1.837685,1.7138809,2.285632,2.3236203
540,59.839493,50.360504,,,2.620629,3.1216574,,
541,62.07087,45.18025,34.171097,29.571426,-2.414254,2.1758223,2.8217957,-3.0197942
542,96.23992,86.58574,41.549934,34.03295,-0.44983014,-0.099220656,-0.4329027,0.27252313
543,53.43705,44.942455,32.943863,32.919933,-1.1011107,-2.7306962,-2.2528365,-1.5736845
544,77.491776,54.101315,42.16532,35.621193,1.3317461,-0.23939392,0.75514,0.40437
545,56.834576,47.980083,43.551125,,-0.7823744,-0.3396619,0.05219581,
546,88.60874,36.107353,,,1.855379,1.4812423,,
547,54.24894,45.4913,33.217503,30.989773,-1.9023522,-1.8211377,2.8041525,-1.0637956
548,98.87845,30.937365,,,0.5447273,-0.021281147,,
549,143.93954,76.57566,32.53153,,2.3398166,2.811145,-3.1281834,
550,80.19562,68.40236,52.929207,38.79713,0.88446575,0.93692344,1.0060694,0.47641826
551,84.98241,73.08237,47.03042,45.42691,-0.10345496,0.39868283,-0.6755038,-0.008285564
552,117.138275,85.74797,47.2967,37.875977,3.0592718,3.0806317,2.204263,-2.7740278
553,103.7182,65.17294,58.353497,,-2.5511658,-2.6514847,-1.9671322,
554,68.70718,58.634438,41.201183,,3.0084212,-1.9237065,-2.6779234,
555,155.00381,60.06052,37.45079,34.737217,-0.31026313,-0.16518036,0.19526201,0.8590283
556,75.31475,71.230606,48.914764,,1.8015531,2.0746922,1.1263785,
557,81.47,56.682556,55.031246,35.458797,-2.2562907,-1.2723992,-2.1725855,-2.2569652
558,46.426804,34.117214,33.47053,29.464512,0.34413064,0.6242752,0.03065304,1.7516433
559,47.223022,41.383804,39.37372,31.983189,0.21779872,-0.22529851,-1.4528295,0.360918
560,73.51929,47.622684,32.424004,,0.07308932,0.33021954,0.7412709,
561,129.68561,77.42045,44.311752,41.080128,2.3783724,2.4419076,2.9057837,-3.0710309
562,48.59161,45.628536,40.156666,30.5393,2.3319492,2.6415615,-2.4247155,2.8923147
563,174.46239,47.832554,33.38007,,-2.4996114,-1.5376173,-2.1422653,
564,57.430794,54.345848,44.147224,32.396587,-2.159559,-1.526019,-0.74744445,-0.839654
565,73.3461,58.442688,44.942196,33.00748,2.5730958,2.0287561,2.620204,3.058759
566,102.48546,49.142136,40.796314,31.031605,-2.126288,-2.038425,-1.0612631,-1.4740354
567,103.852356,52.373672,48.902645,32.58057,-2.0052469,-2.6828597,-1.2666708,-2.2830462
568,103.73475,37.164925,,,-1.5354797,-0.20345831,,
569,61.409893,43.316227,34.10688,32.7195,-0.05336065,0.017112013,0.6753001,-0.14522135
570,59.66132,43.14834,33.88583,32.15162,-0.6905614,0.5437942,-0.36545184,1.1738243
571,101.24755,34.703724,,,-0.61741817,0.34643283,,
572,86.09825,47.205227,,,-2.3344254,-2.494666,,
573,91.73602,89.375984,39.522057,36.557396,1.6364905,0.6741648,1.3512536,1.1946317
574,108.07888,39.72799,36.752052,31.865437,-1.7468628,-1.365125,-1.8001751,-1.7168696
575,62.236584,59.118916,33.16919,30.717257,0.54321855,2.2339227,1.6268073,1.0158339
576,55.142757,50.688347,38.87351,38.86498,1.2985109,2.5159135,2.9301126,1.6036682
577,69.76078,27.447681,14.973216,,0.62140614,0.4818241,-0.64721555,
578,127.409874,35.24207,,,-0.87924117,-1.0146651,,
579,59.17506,35.37755,29.416714,,2.8027806,2.8934813,1.3899753,
580,68.77445,36.54652,29.009495,25.560827,-2.4556792,-2.708161,-2.2505193,2.1976683
581,76.41253,75.756065,53.105316,,1.7765061,2.7815878,2.5375264,
582,76.85303,53.858974,,,2.835857,-2.5304933,,
583,70.43582,43.91943,37.87401,,-2.9846156,-2.1581957,2.5853457,
584,61.46753,52.870556,45.86681,,-2.2473311,-1.5010406,-1.9712603,
585,48.225403,32.038662,,,2.9317477,-2.8782356,,
586,108.81539,54.676605,33.021137,,1.0134398,1.0909588,1.0792197,
587,70.69991,50.821014,41.49448,32.663704,-2.9356163,2.730307,-2.1677425,2.5099938
588,160.48491,48.041424,43.016644,31.752848,2.9322286,-2.3211346,-2.6072352,3.134052
589,60.57519,57.721523,36.356606,,0.692831,1.3048443,-0.14087093,
590,93.93252,64.14901,46.729275,,1.4644486,1.8796377,1.9395117,
591,82.97313,36.301456,32.77,28.92879,-2.3500597,-2.987028,-2.8517559,2.0012395
592,68.02733,54.027287,45.69809,32.15959,2.048646,1.632817,1.3081733,2.742979
593,118.01321,74.460464,74.05554,32.8977,-2.6723986,-2.552283,-2.0653272,-1.5805473
594,61.268196,32.691074,31.167513,29.970396,-1.2798889,-1.4598469,-1.0609916,-1.0647619
595,40.710243,33.700195,33.67074,,2.4612415,1.6048276,1.1277456,
